Tarih	Satýþ Temsilcisi	Adet	ÜrünAdý	Fiyat	Ýndirim	Net
1.05.2014	Dilek Gürbüz	18	Tekerlek	19,99	0,07	334,6326
12.06.2014	Osman Þibik	525	Tekerlek	19,99	0,61	4092,9525
15.04.2014	Pýnar Girmen	22	Trigger Seti	26	0,04	549,12
4.10.2014	Emrah Kýrýmsoy	550	Viraj Lastiði	23,95	0,63	4873,825
19.09.2014	Murat Mandýracý	5	Yað Filtresi	43,69	0	218,45
27.09.2014	Birol Bilgili	7	Debiyaj Seti	22	0	154
8.07.2014	Önerbay Ertuðrul	550	Debiyaj Seti	22	0,64	4356
27.04.2014	Suat Çelik	8	Viraj Lastiði	23,95	0	191,6
26.09.2014	Kerem Köker	9	Silecek	19,99	0	179,91
9.06.2014	Murat Mandýracý	29	Silecek	19,99	0,07	539,1303
1.01.2014	Azem Alptekin	225	Silecek	19,99	0,5	2248,875
27.11.2014	Ahmet Akgüneþ	3	Silecek	19,99	0	59,97
18.11.2014	Ramazan Coþkun	25	Silecek	19,99	0,13	434,7825
10.01.2014	Ýbrahim Taha	15	Silecek	19,99	0,04	287,856
3.04.2014	Buket Erezcan	1	Günelik	15,95	0	15,95
19.10.2014	Sibel Demir	35	Debiyaj Seti	22	0,12	677,6
16.04.2014	Orçun Doðan	175	Yað Filtresi	43,69	0,22	5963,685
9.10.2014	Ramazan Coþkun	39	Ateþleme Bobini	25,95	0,03	981,6885
27.05.2014	Ayça Kayaþ	300	Far	100	0,45	16500
13.10.2014	Hüseyin Anýlan	7	Buji Takýmý	43	0	301
22.07.2014	Esat Çetin	35	Fren Disk	59,99	0,04	2015,664
11.10.2014	Sýtký Iþýt	16	Ateþleme Bobini	25,95	0,04	398,592
1.12.2014	Deniz Kite	100	Far	100	0,16	8400
23.02.2014	Suat Çelik	2	Yað Filtresi	43,69	0	87,38
3.06.2014	Yasin Uygur	300	Günelik	15,95	0,55	2153,25
26.12.2014	Özge Dinçer	3	Rot Baþý	23	0	69
28.09.2014	Serdar Kýlýç	27	Buji Takýmý	43	0,11	1033,29
15.10.2014	Ýbrahim Taha	500	Yað Filtresi	43,69	0,56	9611,8
10.06.2014	Hüseyin Anýlan	9	Günelik	15,95	0	143,55
22.07.2014	Necmettin Yemiþ	175	Rot Baþý	23	0,17	3340,75
3.02.2014	Necmettin Yemiþ	250	Ateþleme Bobini	25,95	0,59	2659,875
4.02.2014	Koray Cengiz	11	Far	100	0,02	1078
20.06.2014	Damla Diker	450	Yað Filtresi	43,69	0,56	8650,62
27.06.2014	Osman Þibik	17	Rot Kolu	27,95	0,14	408,629
23.03.2014	Ahmet Akgüneþ	6	Yað Filtresi	43,69	0	262,14
20.11.2014	Ali Koç	4	Rot Baþý	23	0	92
13.11.2014	Hüseyin Anýlan	30	Rot Kolu	27,95	0,14	721,11
17.08.2014	Murat Mandýracý	325	Far	100	0,56	14300
12.06.2014	Levent Koç	4	Trigger Seti	26	0	104
26.12.2014	Þehabettin Gündoðdu	27	Trigger Seti	26	0,06	659,88
15.05.2014	Özge Dinçer	3	Fren Balatasý	24,99	0	74,97
15.11.2014	Kenan Arýbaþ	6	Rot Baþý	23	0	138
5.07.2014	Hadi Ýstanbullu	175	Tekerlek	19,99	0,22	2728,635
31.05.2014	Sibel Demir	29	Günelik	15,95	0,06	434,797
16.05.2014	Soner Bereket	40	Tekerlek	19,99	0,01	791,604
7.09.2014	Þemsettin Aksay	8	Günelik	15,95	0	127,6
16.04.2014	Kerem Köker	275	Yað Filtresi	43,69	0,54	5526,785
24.09.2014	Burak Öztemel	75	Silecek	19,99	0,38	929,535
6.06.2014	Taylan Denizhan	2	Fren Disk	59,99	0	119,98
9.09.2014	Osman Þibik	225	Yað Filtresi	43,69	0,58	4128,705
18.05.2014	Özge Dinçer	3	Far	100	0	300
25.11.2014	Hülya Toprak	300	Rot Kolu	27,95	0,63	3102,45
17.12.2014	Ali Koç	275	Rot Baþý	23	0,61	2466,75
14.01.2014	Dilek Gürbüz	15	Trigger Seti	26	0,06	366,6
16.09.2014	Orçun Doðan	225	Rot Kolu	27,95	0,41	3710,3625
28.03.2014	Hülya Toprak	7	Rot Kolu	27,95	0	195,65
31.03.2014	Sýtký Iþýt	2	Günelik	15,95	0	31,9
15.08.2014	Engin Özdemir	2	Günelik	15,95	0	31,9
31.03.2014	Necmettin Yemiþ	41	Buji Takýmý	43	0,06	1657,22
21.01.2014	Yasin Uygur	8	Tekerlek	19,99	0	159,92
28.12.2014	Orçun Doðan	275	Viraj Lastiði	23,95	0,41	3885,8875
15.09.2014	Ali Koç	350	Viraj Lastiði	23,95	0,45	4610,375
27.01.2014	Ayan Öztürk	175	Rot Kolu	27,95	0,26	3619,525
21.01.2014	Suat Çelik	5	Rot Kolu	27,95	0	139,75
28.04.2014	Emrah Kýrýmsoy	5	Ateþleme Bobini	25,95	0	129,75
18.04.2014	Ergun Kaya	4	Günelik	15,95	0	63,8
26.03.2014	Pýnar Girmen	1	Silecek	19,99	0	19,99
12.11.2014	Þemsettin Aksay	45	Buji Takýmý	43	0,03	1876,95
18.12.2014	Esat Çetin	100	Fren Disk	59,99	0,17	4979,17
22.12.2014	Damla Diker	150	Rot Baþý	23	0,35	2242,5
28.05.2014	Osman Þibik	16	Viraj Lastiði	23,95	0,09	348,712
7.08.2014	Orçun Doðan	550	Far	100	0,43	31350
27.12.2014	Serdar Kýlýç	13	Tekerlek	19,99	0,09	236,4817
22.07.2014	Ýbrahim Taha	8	Günelik	15,95	0	127,6
31.05.2014	Sibel Demir	2	Rot Baþý	23	0	46
12.03.2014	Koray Cengiz	46	Yað Filtresi	43,69	0,03	1949,4478
29.05.2014	Dilek Gürbüz	175	Fren Balatasý	24,99	0,31	3017,5425
23.09.2014	Ramazan Coþkun	39	Rot Kolu	27,95	0,11	970,1445
22.09.2014	Emrah Kýrýmsoy	7	Rot Baþý	23	0	161
15.05.2014	Ergun Kaya	18	Debiyaj Seti	22	0,05	376,2
25.12.2014	Suat Çelik	4	Fren Balatasý	24,99	0	99,96
27.04.2014	Önerbay Ertuðrul	2	Viraj Lastiði	23,95	0	47,9
10.08.2014	Damla Diker	33	Far	100	0,1	2970
23.12.2014	Dilek Gürbüz	5	Viraj Lastiði	23,95	0	119,75
31.03.2014	Hüseyin Anýlan	49	Günelik	15,95	0,03	758,1035
12.12.2014	Necmettin Yemiþ	13	Fren Balatasý	24,99	0,01	321,6213
23.05.2014	Kerem Köker	1	Fren Disk	59,99	0	59,99
7.07.2014	Þehabettin Gündoðdu	42	Buji Takýmý	43	0,09	1643,46
20.03.2014	Metin Koçyiðit	475	Rot Baþý	23	0,6	4370
23.02.2014	Orçun Doðan	32	Trigger Seti	26	0,09	757,12
5.01.2014	Pýnar Girmen	8	Viraj Lastiði	23,95	0	191,6
1.05.2014	Levent Koç	225	Rot Kolu	27,95	0,64	2263,95
26.05.2014	Ayça Kayaþ	42	Debiyaj Seti	22	0,06	868,56
1.11.2014	Suat Çelik	15	Debiyaj Seti	22	0,03	320,1
5.01.2014	Buket Erezcan	5	Debiyaj Seti	22	0	110
24.03.2014	Sibel Demir	44	Debiyaj Seti	22	0,04	929,28
4.06.2014	Sýtký Iþýt	4	Rot Baþý	23	0	92
24.04.2014	Ergun Kaya	500	Fren Disk	59,99	0,49	15297,45
11.10.2014	Metin Koçyiðit	21	Rot Kolu	27,95	0,14	504,777
2.07.2014	Gülten Seha	250	Viraj Lastiði	23,95	0,52	2874
6.03.2014	Kerem Köker	3	Rot Baþý	23	0	69
1.08.2014	Deniz Kite	250	Buji Takýmý	43	0,64	3870
20.09.2014	Suat Çelik	1	Rot Kolu	27,95	0	27,95
2.02.2014	Damla Diker	4	Rot Kolu	27,95	0	111,8
7.10.2014	Sibel Demir	5	Rot Baþý	23	0	115
24.03.2014	Buket Erezcan	6	Rot Kolu	27,95	0	167,7
7.05.2014	Ahmet Akgüneþ	125	Far	100	0,28	9000
26.01.2014	Emrah Kýrýmsoy	4	Yað Filtresi	43,69	0	174,76
23.05.2014	Deniz Kite	46	Tekerlek	19,99	0,12	809,1952
4.11.2014	Hüseyin Anýlan	2	Trigger Seti	26	0	52
22.03.2014	Hülya Toprak	450	Günelik	15,95	0,63	2655,675
14.06.2014	Ayan Öztürk	43	Tekerlek	19,99	0,06	807,9958
5.06.2014	Yasin Uygur	550	Trigger Seti	26	0,4	8580
30.05.2014	Behice Keleþ	375	Far	100	0,57	16125
10.08.2014	Osman Þibik	30	Fren Balatasý	24,99	0,1	674,73
8.03.2014	Dilek Gürbüz	9	Fren Balatasý	24,99	0	224,91
12.11.2014	Emrah Kýrýmsoy	10	Debiyaj Seti	22	0,14	189,2
20.09.2014	Engin Özdemir	7	Fren Balatasý	24,99	0	174,93
26.06.2014	Taner Yýlmaz	6	Viraj Lastiði	23,95	0	143,7
1.05.2014	Ýbrahim Taha	400	Buji Takýmý	43	0,42	9976
15.09.2014	Burak Öztemel	33	Fren Balatasý	24,99	0,13	717,4629
17.10.2014	Engin Özdemir	43	Silecek	19,99	0,12	756,4216
24.11.2014	Hadi Ýstanbullu	49	Günelik	15,95	0,06	734,657
27.10.2014	Sevil Çetinkaya	33	Ateþleme Bobini	25,95	0,14	736,461
28.04.2014	Þemsettin Aksay	20	Yað Filtresi	43,69	0,07	812,634
24.11.2014	Levent Koç	75	Viraj Lastiði	23,95	0,46	969,975
16.07.2014	Damla Diker	33	Debiyaj Seti	22	0,08	667,92
14.09.2014	Levent Koç	28	Tekerlek	19,99	0,03	542,9284
30.08.2014	Hadi Ýstanbullu	8	Debiyaj Seti	22	0	176
2.03.2014	Hülya Toprak	14	Fren Disk	59,99	0,08	772,6712
7.03.2014	Emrah Kýrýmsoy	7	Ateþleme Bobini	25,95	0	181,65
11.01.2014	Hülya Toprak	37	Tekerlek	19,99	0,06	695,2522
20.03.2014	Birol Bilgili	26	Rot Baþý	23	0,13	520,26
1.09.2014	Ahmet Yüce	5	Viraj Lastiði	23,95	0	119,75
1.01.2014	Murat Mandýracý	8	Far	100	0	800
19.08.2014	Ergun Kaya	450	Fren Balatasý	24,99	0,56	4948,02
30.07.2014	Gülten Seha	19	Rot Baþý	23	0,01	432,63
23.07.2014	Soner Bereket	425	Trigger Seti	26	0,47	5856,5
31.03.2014	Þehabettin Gündoðdu	45	Viraj Lastiði	23,95	0,05	1023,8625
1.01.2014	Sevil Çetinkaya	475	Debiyaj Seti	22	0,52	5016
2.02.2014	Soner Bereket	31	Günelik	15,95	0,03	479,6165
19.04.2014	Ayça Kayaþ	75	Far	100	0,5	3750
9.10.2014	Murat Mandýracý	9	Viraj Lastiði	23,95	0	215,55
10.11.2014	Koray Cengiz	3	Tekerlek	19,99	0	59,97
18.10.2014	Þehabettin Gündoðdu	375	Fren Balatasý	24,99	0,45	5154,1875
24.04.2014	Murat Mandýracý	2	Rot Baþý	23	0	46
9.01.2014	Taner Yýlmaz	8	Rot Baþý	23	0	184
6.10.2014	Ahmet Yüce	450	Ateþleme Bobini	25,95	0,63	4320,675
29.06.2014	Muhammet Tek	48	Far	100	0,03	4656
15.05.2014	Taner Yýlmaz	50	Fren Disk	59,99	0,18	2459,59
25.04.2014	Þemsettin Aksay	1	Far	100	0	100
14.07.2014	Serdar Kýlýç	37	Fren Disk	59,99	0,06	2086,4522
21.01.2014	Kenan Arýbaþ	175	Yað Filtresi	43,69	0,42	4434,535
16.07.2014	Orçun Doðan	7	Yað Filtresi	43,69	0	305,83
12.05.2014	Kubilay Taþtutar	31	Buji Takýmý	43	0,09	1213,03
14.08.2014	Ahmet Yüce	175	Viraj Lastiði	23,95	0,23	3227,2625
25.11.2014	Kubilay Taþtutar	40	Far	100	0,1	3600
19.02.2014	Osman Þibik	18	Debiyaj Seti	22	0,07	368,28
20.10.2014	Hüseyin Anýlan	9	Silecek	19,99	0	179,91
15.11.2014	Osman Þibik	350	Far	100	0,4	21000
26.12.2014	Behice Keleþ	7	Rot Kolu	27,95	0	195,65
9.03.2014	Ahmet Akgüneþ	40	Rot Baþý	23	0,05	874
17.02.2014	Taner Yýlmaz	9	Fren Balatasý	24,99	0	224,91
31.08.2014	Soner Bereket	6	Günelik	15,95	0	95,7
10.11.2014	Pýnar Girmen	14	Buji Takýmý	43	0,11	535,78
1.09.2014	Suat Çelik	9	Rot Baþý	23	0	207
14.08.2014	Serdar Kýlýç	400	Fren Balatasý	24,99	0,43	5697,72
20.05.2014	Serdar Kýlýç	8	Ateþleme Bobini	25,95	0	207,6
14.02.2014	Azem Alptekin	9	Tekerlek	19,99	0	179,91
25.06.2014	Ergun Kaya	24	Fren Balatasý	24,99	0,09	545,7816
15.05.2014	Engin Özdemir	4	Debiyaj Seti	22	0	88
28.12.2014	Engin Özdemir	38	Far	100	0,01	3762
15.10.2014	Koray Cengiz	375	Rot Kolu	27,95	0,54	4821,375
27.11.2014	Pýnar Girmen	5	Günelik	15,95	0	79,75
7.05.2014	Dilek Gürbüz	1	Debiyaj Seti	22	0	22
15.09.2014	Ahmet Akgüneþ	29	Silecek	19,99	0,1	521,739
26.12.2014	Serdar Kýlýç	150	Fren Balatasý	24,99	0,47	1986,705
28.10.2014	Pýnar Girmen	5	Tekerlek	19,99	0	99,95
18.09.2014	Deniz Kite	1	Far	100	0	100
1.02.2014	Gülten Seha	325	Tekerlek	19,99	0,63	2403,7975
25.01.2014	Azem Alptekin	5	Silecek	19,99	0	99,95
12.11.2014	Sevil Çetinkaya	525	Trigger Seti	26	0,57	5869,5
14.05.2014	Pýnar Girmen	23	Silecek	19,99	0,09	418,3907
13.08.2014	Levent Koç	5	Ateþleme Bobini	25,95	0	129,75
18.06.2014	Buket Erezcan	5	Debiyaj Seti	22	0	110
21.03.2014	Pýnar Girmen	1	Silecek	19,99	0	19,99
12.07.2014	Yasin Uygur	10	Rot Baþý	23	0,07	213,9
22.03.2014	Ahmet Akgüneþ	525	Fren Disk	59,99	0,54	14487,585
29.06.2014	Gülten Seha	8	Rot Kolu	27,95	0	223,6
15.10.2014	Emrah Kýrýmsoy	325	Buji Takýmý	43	0,5	6987,5
24.11.2014	Hadi Ýstanbullu	45	Buji Takýmý	43	0,14	1664,1
15.01.2014	Burak Öztemel	50	Yað Filtresi	43,69	0,24	1660,22
12.05.2014	Behice Keleþ	3	Buji Takýmý	43	0	129
10.02.2014	Suat Çelik	5	Buji Takýmý	43	0	215
24.01.2014	Deniz Kite	2	Rot Kolu	27,95	0	55,9
18.10.2014	Kubilay Taþtutar	16	Yað Filtresi	43,69	0,1	629,136
7.02.2014	Osman Þibik	9	Fren Balatasý	24,99	0	224,91
9.03.2014	Özge Dinçer	6	Rot Baþý	23	0	138
28.06.2014	Ayça Kayaþ	7	Rot Baþý	23	0	161
16.06.2014	Osman Þibik	300	Tekerlek	19,99	0,61	2338,83
29.01.2014	Önerbay Ertuðrul	16	Silecek	19,99	0,04	307,0464
23.04.2014	Þehabettin Gündoðdu	450	Yað Filtresi	43,69	0,64	7077,78
31.05.2014	Suat Çelik	4	Rot Baþý	23	0	92
22.06.2014	Osman Þibik	100	Fren Disk	59,99	0,5	2999,5
14.03.2014	Kenan Arýbaþ	200	Fren Disk	59,99	0,54	5519,08
29.12.2014	Sibel Demir	375	Yað Filtresi	43,69	0,51	8028,0375
27.04.2014	Sevil Çetinkaya	15	Trigger Seti	26	0,12	343,2
28.06.2014	Orçun Doðan	525	Ateþleme Bobini	25,95	0,63	5040,7875
19.08.2014	Ergun Kaya	375	Debiyaj Seti	22	0,61	3217,5
4.12.2014	Ýbrahim Taha	36	Fren Balatasý	24,99	0,12	791,6832
1.09.2014	Levent Koç	150	Debiyaj Seti	22	0,36	2112
20.07.2014	Soner Bereket	325	Debiyaj Seti	22	0,4	4290
7.04.2014	Soner Bereket	13	Viraj Lastiði	23,95	0,13	270,8745
13.01.2014	Taner Yýlmaz	400	Debiyaj Seti	22	0,63	3256
8.07.2014	Kerem Köker	43	Yað Filtresi	43,69	0,04	1803,5232
6.03.2014	Emrah Kýrýmsoy	21	Fren Disk	59,99	0,11	1121,2131
29.05.2014	Necmettin Yemiþ	13	Yað Filtresi	43,69	0,12	499,8136
13.04.2014	Orçun Doðan	425	Fren Balatasý	24,99	0,58	4460,715
10.03.2014	Hasan Coþkun	9	Trigger Seti	26	0	234
20.01.2014	Levent Koç	46	Ateþleme Bobini	25,95	0,04	1145,952
27.04.2014	Þemsettin Aksay	500	Far	100	0,43	28500
6.02.2014	Deniz Kite	1	Debiyaj Seti	22	0	22
10.02.2014	Muhammet Tek	4	Viraj Lastiði	23,95	0	95,8
5.05.2014	Burak Öztemel	42	Debiyaj Seti	22	0,02	905,52
14.01.2014	Orçun Doðan	2	Günelik	15,95	0	31,9
10.05.2014	Ayça Kayaþ	28	Fren Balatasý	24,99	0,02	685,7256
5.09.2014	Ufuk Çaðlayan	375	Trigger Seti	26	0,64	3510
31.05.2014	Koray Cengiz	44	Silecek	19,99	0,1	791,604
11.12.2014	Kerem Köker	600	Rot Kolu	27,95	0,46	9055,8
18.07.2014	Soner Bereket	29	Far	100	0,01	2871
9.03.2014	Ramazan Coþkun	400	Yað Filtresi	43,69	0,43	9961,32
24.09.2014	Osman Þibik	6	Trigger Seti	26	0	156
5.05.2014	Sevil Çetinkaya	14	Tekerlek	19,99	0,02	274,2628
22.12.2014	Ergun Kaya	250	Trigger Seti	26	0,61	2535
17.04.2014	Behice Keleþ	100	Far	100	0,43	5700
26.09.2014	Ahmet Yüce	6	Rot Kolu	27,95	0	167,7
15.03.2014	Özge Dinçer	8	Debiyaj Seti	22	0	176
6.02.2014	Gülten Seha	375	Yað Filtresi	43,69	0,46	8847,225
23.09.2014	Ayça Kayaþ	15	Yað Filtresi	43,69	0,14	563,601
25.06.2014	Buket Erezcan	6	Ateþleme Bobini	25,95	0	155,7
25.06.2014	Ali Koç	375	Rot Baþý	23	0,47	4571,25
20.11.2014	Deniz Kite	30	Silecek	19,99	0,01	593,703
17.02.2014	Soner Bereket	275	Fren Disk	59,99	0,45	9073,4875
18.03.2014	Sevil Çetinkaya	150	Ateþleme Bobini	25,95	0,46	2101,95
25.06.2014	Gülten Seha	600	Trigger Seti	26	0,61	6084
17.11.2014	Ergun Kaya	5	Viraj Lastiði	23,95	0	119,75
25.07.2014	Ali Koç	11	Far	100	0,12	968
18.11.2014	Soner Bereket	27	Fren Disk	59,99	0,15	1376,7705
13.10.2014	Sevil Çetinkaya	47	Yað Filtresi	43,69	0,15	1745,4155
12.07.2014	Engin Özdemir	275	Buji Takýmý	43	0,43	6740,25
9.11.2014	Engin Özdemir	3	Buji Takýmý	43	0	129
5.05.2014	Esat Çetin	75	Debiyaj Seti	22	0,25	1237,5
16.10.2014	Hasan Coþkun	7	Buji Takýmý	43	0	301
11.08.2014	Taner Yýlmaz	100	Tekerlek	19,99	0,36	1279,36
1.03.2014	Buket Erezcan	8	Yað Filtresi	43,69	0	349,52
19.11.2014	Suat Çelik	4	Ateþleme Bobini	25,95	0	103,8
18.06.2014	Azem Alptekin	150	Fren Balatasý	24,99	0,36	2399,04
14.01.2014	Kenan Arýbaþ	1	Trigger Seti	26	0	26
14.09.2014	Ali Koç	22	Silecek	19,99	0,13	382,6086
31.01.2014	Önerbay Ertuðrul	600	Yað Filtresi	43,69	0,59	10747,74
25.02.2014	Sibel Demir	600	Fren Balatasý	24,99	0,59	6147,54
19.01.2014	Engin Özdemir	275	Fren Balatasý	24,99	0,55	3092,5125
7.06.2014	Taylan Denizhan	4	Günelik	15,95	0	63,8
9.04.2014	Levent Koç	21	Debiyaj Seti	22	0,03	448,14
9.02.2014	Emrah Kýrýmsoy	47	Günelik	15,95	0,12	659,692
22.06.2014	Buket Erezcan	175	Yað Filtresi	43,69	0,49	3899,3325
8.11.2014	Murat Mandýracý	2	Silecek	19,99	0	39,98
6.03.2014	Soner Bereket	9	Rot Baþý	23	0	207
3.10.2014	Taner Yýlmaz	5	Trigger Seti	26	0	130
9.08.2014	Kubilay Taþtutar	275	Yað Filtresi	43,69	0,47	6367,8175
23.11.2014	Necmettin Yemiþ	525	Yað Filtresi	43,69	0,49	11697,9975
9.10.2014	Gülten Seha	3	Silecek	19,99	0	59,97
21.11.2014	Emrah Kýrýmsoy	175	Rot Kolu	27,95	0,24	3717,35
21.11.2014	Hüseyin Anýlan	4	Günelik	15,95	0	63,8
4.10.2014	Orçun Doðan	150	Günelik	15,95	0,21	1890,075
24.11.2014	Necmettin Yemiþ	9	Günelik	15,95	0	143,55
23.06.2014	Hülya Toprak	41	Far	100	0,07	3813
30.01.2014	Necmettin Yemiþ	450	Buji Takýmý	43	0,54	8901
24.05.2014	Gülten Seha	175	Tekerlek	19,99	0,26	2588,705
11.06.2014	Þemsettin Aksay	100	Ateþleme Bobini	25,95	0,45	1427,25
2.06.2014	Kubilay Taþtutar	150	Rot Kolu	27,95	0,4	2515,5
4.04.2014	Birol Bilgili	125	Viraj Lastiði	23,95	0,47	1586,6875
25.08.2014	Deniz Kite	16	Buji Takýmý	43	0,03	667,36
25.08.2014	Ayan Öztürk	150	Viraj Lastiði	23,95	0,31	2478,825
28.07.2014	Koray Cengiz	9	Günelik	15,95	0	143,55
15.12.2014	Soner Bereket	475	Rot Kolu	27,95	0,47	7036,4125
18.01.2014	Murat Mandýracý	250	Rot Kolu	27,95	0,58	2934,75
5.03.2014	Hüseyin Anýlan	75	Debiyaj Seti	22	0,2	1320
22.01.2014	Damla Diker	2	Trigger Seti	26	0	52
3.09.2014	Burak Öztemel	150	Ateþleme Bobini	25,95	0,49	1985,175
25.06.2014	Þehabettin Gündoðdu	4	Silecek	19,99	0	79,96
11.03.2014	Gülten Seha	525	Viraj Lastiði	23,95	0,62	4778,025
5.12.2014	Hasan Coþkun	46	Silecek	19,99	0,14	790,8044
22.01.2014	Esat Çetin	6	Trigger Seti	26	0	156
20.11.2014	Taner Yýlmaz	50	Rot Baþý	23	0,26	851
7.08.2014	Dilek Gürbüz	13	Fren Disk	59,99	0,11	694,0843
3.07.2014	Sevil Çetinkaya	42	Rot Kolu	27,95	0,08	1079,988
12.04.2014	Muhammet Tek	325	Fren Balatasý	24,99	0,63	3005,0475
12.07.2014	Taylan Denizhan	3	Buji Takýmý	43	0	129
22.11.2014	Dilek Gürbüz	30	Yað Filtresi	43,69	0,14	1127,202
26.07.2014	Hasan Coþkun	46	Tekerlek	19,99	0,01	910,3446
30.08.2014	Önerbay Ertuðrul	4	Fren Disk	59,99	0	239,96
1.05.2014	Kubilay Taþtutar	10	Trigger Seti	26	0,11	231,4
2.10.2014	Ýbrahim Taha	34	Far	100	0,07	3162
5.06.2014	Damla Diker	4	Yað Filtresi	43,69	0	174,76
8.03.2014	Pýnar Girmen	400	Silecek	19,99	0,44	4477,76
20.07.2014	Engin Özdemir	21	Rot Kolu	27,95	0,08	539,994
17.05.2014	Hüseyin Anýlan	425	Far	100	0,5	21250
21.08.2014	Ergun Kaya	9	Yað Filtresi	43,69	0	393,21
10.02.2014	Orçun Doðan	5	Silecek	19,99	0	99,95
9.08.2014	Orçun Doðan	3	Ateþleme Bobini	25,95	0	77,85
28.03.2014	Orçun Doðan	5	Fren Balatasý	24,99	0	124,95
8.11.2014	Soner Bereket	2	Silecek	19,99	0	39,98
5.08.2014	Burak Öztemel	41	Silecek	19,99	0,04	786,8064
5.11.2014	Þehabettin Gündoðdu	75	Buji Takýmý	43	0,16	2709
8.02.2014	Damla Diker	33	Trigger Seti	26	0,02	840,84
29.11.2014	Kubilay Taþtutar	7	Viraj Lastiði	23,95	0	167,65
5.05.2014	Ahmet Akgüneþ	1	Silecek	19,99	0	19,99
15.01.2014	Hasan Coþkun	49	Silecek	19,99	0,05	930,5345
5.08.2014	Sibel Demir	8	Fren Balatasý	24,99	0	199,92
12.09.2014	Ayan Öztürk	6	Debiyaj Seti	22	0	132
8.01.2014	Ahmet Yüce	10	Trigger Seti	26	0,05	247
21.08.2014	Þemsettin Aksay	33	Far	100	0,07	3069
11.05.2014	Koray Cengiz	425	Fren Disk	59,99	0,5	12747,875
23.02.2014	Ergun Kaya	35	Yað Filtresi	43,69	0,14	1315,069
28.11.2014	Ali Koç	2	Debiyaj Seti	22	0	44
9.09.2014	Buket Erezcan	36	Far	100	0,08	3312
9.10.2014	Murat Mandýracý	19	Far	100	0,11	1691
19.07.2014	Taner Yýlmaz	4	Silecek	19,99	0	79,96
26.04.2014	Yasin Uygur	525	Trigger Seti	26	0,59	5596,5
30.03.2014	Dilek Gürbüz	575	Trigger Seti	26	0,54	6877
15.01.2014	Özge Dinçer	24	Buji Takýmý	43	0,04	990,72
8.06.2014	Ramazan Coþkun	23	Buji Takýmý	43	0,14	850,54
1.03.2014	Ayan Öztürk	2	Fren Balatasý	24,99	0	49,98
3.05.2014	Ayça Kayaþ	5	Debiyaj Seti	22	0	110
15.09.2014	Kubilay Taþtutar	75	Rot Baþý	23	0,22	1345,5
25.04.2014	Muhammet Tek	16	Far	100	0,09	1456
29.10.2014	Pýnar Girmen	5	Günelik	15,95	0	79,75
14.02.2014	Ali Koç	2	Viraj Lastiði	23,95	0	47,9
13.07.2014	Hadi Ýstanbullu	7	Tekerlek	19,99	0	139,93
14.07.2014	Behice Keleþ	1	Rot Kolu	27,95	0	27,95
26.06.2014	Kubilay Taþtutar	375	Rot Kolu	27,95	0,55	4716,5625
21.11.2014	Ahmet Akgüneþ	4	Trigger Seti	26	0	104
23.03.2014	Ergun Kaya	33	Fren Balatasý	24,99	0,13	717,4629
17.05.2014	Serdar Kýlýç	1	Silecek	19,99	0	19,99
17.04.2014	Burak Öztemel	10	Rot Baþý	23	0,04	220,8
26.12.2014	Hadi Ýstanbullu	9	Fren Disk	59,99	0	539,91
17.04.2014	Önerbay Ertuðrul	47	Rot Baþý	23	0,15	918,85
30.09.2014	Esat Çetin	18	Silecek	19,99	0,02	352,6236
7.08.2014	Behice Keleþ	16	Fren Disk	59,99	0,14	825,4624
29.12.2014	Orçun Doðan	3	Rot Kolu	27,95	0	83,85
3.01.2014	Serdar Kýlýç	20	Tekerlek	19,99	0,07	371,814
25.10.2014	Taylan Denizhan	39	Trigger Seti	26	0,09	922,74
7.09.2014	Birol Bilgili	9	Fren Disk	59,99	0	539,91
8.06.2014	Necmettin Yemiþ	3	Fren Balatasý	24,99	0	74,97
19.03.2014	Deniz Kite	3	Debiyaj Seti	22	0	66
7.07.2014	Damla Diker	175	Fren Balatasý	24,99	0,5	2186,625
3.12.2014	Sýtký Iþýt	13	Tekerlek	19,99	0,01	257,2713
2.12.2014	Ali Koç	8	Yað Filtresi	43,69	0	349,52
16.09.2014	Sýtký Iþýt	6	Fren Balatasý	24,99	0	149,94
17.06.2014	Kubilay Taþtutar	3	Buji Takýmý	43	0	129
25.03.2014	Kubilay Taþtutar	150	Trigger Seti	26	0,35	2535
30.09.2014	Soner Bereket	19	Buji Takýmý	43	0,07	759,81
1.07.2014	Ahmet Akgüneþ	26	Far	100	0,11	2314
16.05.2014	Osman Þibik	41	Debiyaj Seti	22	0,04	865,92
8.02.2014	Þehabettin Gündoðdu	9	Yað Filtresi	43,69	0	393,21
15.04.2014	Kubilay Taþtutar	1	Far	100	0	100
5.03.2014	Orçun Doðan	6	Tekerlek	19,99	0	119,94
2.10.2014	Ali Koç	500	Debiyaj Seti	22	0,41	6490
10.08.2014	Soner Bereket	9	Tekerlek	19,99	0	179,91
8.02.2014	Ramazan Coþkun	450	Tekerlek	19,99	0,55	4047,975
31.05.2014	Özge Dinçer	300	Yað Filtresi	43,69	0,45	7208,85
27.09.2014	Engin Özdemir	1	Rot Baþý	23	0	23
13.08.2014	Osman Þibik	39	Rot Baþý	23	0,15	762,45
19.04.2014	Sevil Çetinkaya	3	Viraj Lastiði	23,95	0	71,85
