Tarih	Satýþ Temsilcisi	Adet	ÜrünAdý	Fiyat	Ýndirim	Net
2.05.2016	Dilek Gürbüz	18	Tekerlek	19,99	0,07	334,6326
27.02.2016	Osman Þibik	525	Tekerlek	19,99	0,61	4092,9525
25.05.2016	Pýnar Girmen	22	Trigger Seti	26	0,04	549,12
15.05.2016	Emrah Kýrýmsoy	550	Viraj Lastiði	23,95	0,63	4873,825
12.06.2016	Murat Mandýracý	5	Yað Filtresi	43,69	0	218,45
18.04.2016	Birol Bilgili	7	Debiyaj Seti	22	0	154
24.04.2016	Önerbay Ertuðrul	550	Debiyaj Seti	22	0,64	4356
5.02.2016	Suat Çelik	8	Viraj Lastiði	23,95	0	191,6
17.02.2016	Kerem Köker	9	Silecek	19,99	0	179,91
23.06.2016	Murat Mandýracý	29	Silecek	19,99	0,07	539,1303
16.05.2016	Azem Alptekin	225	Silecek	19,99	0,5	2248,875
30.06.2016	Ahmet Akgüneþ	3	Silecek	19,99	0	59,97
29.06.2016	Ramazan Coþkun	25	Silecek	19,99	0,13	434,7825
24.05.2016	Ýbrahim Taha	15	Silecek	19,99	0,04	287,856
8.03.2016	Buket Erezcan	1	Günelik	15,95	0	15,95
14.01.2016	Sibel Demir	35	Debiyaj Seti	22	0,12	677,6
23.01.2016	Orçun Doðan	175	Yað Filtresi	43,69	0,22	5963,685
9.03.2016	Ramazan Coþkun	39	Ateþleme Bobini	25,95	0,03	981,6885
11.04.2016	Ayça Kayaþ	300	Far	100	0,45	16500
29.06.2016	Hüseyin Anýlan	7	Buji Takýmý	43	0	301
4.03.2016	Esat Çetin	35	Fren Disk	59,99	0,04	2015,664
8.02.2016	Sýtký Iþýt	16	Ateþleme Bobini	25,95	0,04	398,592
9.06.2016	Deniz Kite	100	Far	100	0,16	8400
1.06.2016	Suat Çelik	2	Yað Filtresi	43,69	0	87,38
8.04.2016	Yasin Uygur	300	Günelik	15,95	0,55	2153,25
28.06.2016	Özge Dinçer	3	Rot Baþý	23	0	69
5.06.2016	Serdar Kýlýç	27	Buji Takýmý	43	0,11	1033,29
3.01.2016	Ýbrahim Taha	500	Yað Filtresi	43,69	0,56	9611,8
15.01.2016	Hüseyin Anýlan	9	Günelik	15,95	0	143,55
4.06.2016	Necmettin Yemiþ	175	Rot Baþý	23	0,17	3340,75
20.04.2016	Necmettin Yemiþ	250	Ateþleme Bobini	25,95	0,59	2659,875
22.06.2016	Koray Cengiz	11	Far	100	0,02	1078
24.03.2016	Damla Diker	450	Yað Filtresi	43,69	0,56	8650,62
24.06.2016	Osman Þibik	17	Rot Kolu	27,95	0,14	408,629
2.05.2016	Ahmet Akgüneþ	6	Yað Filtresi	43,69	0	262,14
17.02.2016	Ali Koç	4	Rot Baþý	23	0	92
2.04.2016	Hüseyin Anýlan	30	Rot Kolu	27,95	0,14	721,11
24.06.2016	Murat Mandýracý	325	Far	100	0,56	14300
9.01.2016	Levent Koç	4	Trigger Seti	26	0	104
15.06.2016	Þehabettin Gündoðdu	27	Trigger Seti	26	0,06	659,88
20.04.2016	Özge Dinçer	3	Fren Balatasý	24,99	0	74,97
5.06.2016	Kenan Arýbaþ	6	Rot Baþý	23	0	138
24.06.2016	Hadi Ýstanbullu	175	Tekerlek	19,99	0,22	2728,635
7.05.2016	Sibel Demir	29	Günelik	15,95	0,06	434,797
5.03.2016	Soner Bereket	40	Tekerlek	19,99	0,01	791,604
5.04.2016	Þemsettin Aksay	8	Günelik	15,95	0	127,6
30.06.2016	Kerem Köker	275	Yað Filtresi	43,69	0,54	5526,785
6.03.2016	Burak Öztemel	75	Silecek	19,99	0,38	929,535
27.02.2016	Taylan Denizhan	2	Fren Disk	59,99	0	119,98
22.06.2016	Osman Þibik	225	Yað Filtresi	43,69	0,58	4128,705
23.01.2016	Özge Dinçer	3	Far	100	0	300
24.05.2016	Hülya Toprak	300	Rot Kolu	27,95	0,63	3102,45
8.04.2016	Ali Koç	275	Rot Baþý	23	0,61	2466,75
2.03.2016	Dilek Gürbüz	15	Trigger Seti	26	0,06	366,6
6.06.2016	Orçun Doðan	225	Rot Kolu	27,95	0,41	3710,3625
22.06.2016	Hülya Toprak	7	Rot Kolu	27,95	0	195,65
13.04.2016	Sýtký Iþýt	2	Günelik	15,95	0	31,9
24.01.2016	Engin Özdemir	2	Günelik	15,95	0	31,9
9.04.2016	Necmettin Yemiþ	41	Buji Takýmý	43	0,06	1657,22
26.05.2016	Yasin Uygur	8	Tekerlek	19,99	0	159,92
12.04.2016	Orçun Doðan	275	Viraj Lastiði	23,95	0,41	3885,8875
16.03.2016	Ali Koç	350	Viraj Lastiði	23,95	0,45	4610,375
19.04.2016	Ayan Öztürk	175	Rot Kolu	27,95	0,26	3619,525
29.06.2016	Suat Çelik	5	Rot Kolu	27,95	0	139,75
27.05.2016	Emrah Kýrýmsoy	5	Ateþleme Bobini	25,95	0	129,75
15.03.2016	Ergun Kaya	4	Günelik	15,95	0	63,8
29.01.2016	Pýnar Girmen	1	Silecek	19,99	0	19,99
2.05.2016	Þemsettin Aksay	45	Buji Takýmý	43	0,03	1876,95
7.01.2016	Esat Çetin	100	Fren Disk	59,99	0,17	4979,17
5.06.2016	Damla Diker	150	Rot Baþý	23	0,35	2242,5
26.03.2016	Osman Þibik	16	Viraj Lastiði	23,95	0,09	348,712
17.05.2016	Orçun Doðan	550	Far	100	0,43	31350
17.05.2016	Serdar Kýlýç	13	Tekerlek	19,99	0,09	236,4817
17.06.2016	Ýbrahim Taha	8	Günelik	15,95	0	127,6
7.01.2016	Sibel Demir	2	Rot Baþý	23	0	46
7.06.2016	Koray Cengiz	46	Yað Filtresi	43,69	0,03	1949,4478
15.06.2016	Dilek Gürbüz	175	Fren Balatasý	24,99	0,31	3017,5425
2.02.2016	Ramazan Coþkun	39	Rot Kolu	27,95	0,11	970,1445
29.01.2016	Emrah Kýrýmsoy	7	Rot Baþý	23	0	161
14.03.2016	Ergun Kaya	18	Debiyaj Seti	22	0,05	376,2
4.01.2016	Suat Çelik	4	Fren Balatasý	24,99	0	99,96
12.05.2016	Önerbay Ertuðrul	2	Viraj Lastiði	23,95	0	47,9
16.04.2016	Damla Diker	33	Far	100	0,1	2970
3.06.2016	Dilek Gürbüz	5	Viraj Lastiði	23,95	0	119,75
22.04.2016	Hüseyin Anýlan	49	Günelik	15,95	0,03	758,1035
8.02.2016	Necmettin Yemiþ	13	Fren Balatasý	24,99	0,01	321,6213
1.01.2016	Kerem Köker	1	Fren Disk	59,99	0	59,99
8.05.2016	Þehabettin Gündoðdu	42	Buji Takýmý	43	0,09	1643,46
16.04.2016	Metin Koçyiðit	475	Rot Baþý	23	0,6	4370
19.03.2016	Orçun Doðan	32	Trigger Seti	26	0,09	757,12
2.04.2016	Pýnar Girmen	8	Viraj Lastiði	23,95	0	191,6
19.03.2016	Levent Koç	225	Rot Kolu	27,95	0,64	2263,95
5.02.2016	Ayça Kayaþ	42	Debiyaj Seti	22	0,06	868,56
25.03.2016	Suat Çelik	15	Debiyaj Seti	22	0,03	320,1
9.02.2016	Buket Erezcan	5	Debiyaj Seti	22	0	110
24.05.2016	Sibel Demir	44	Debiyaj Seti	22	0,04	929,28
27.01.2016	Sýtký Iþýt	4	Rot Baþý	23	0	92
31.01.2016	Ergun Kaya	500	Fren Disk	59,99	0,49	15297,45
23.05.2016	Metin Koçyiðit	21	Rot Kolu	27,95	0,14	504,777
5.06.2016	Gülten Seha	250	Viraj Lastiði	23,95	0,52	2874
29.02.2016	Kerem Köker	3	Rot Baþý	23	0	69
7.05.2016	Deniz Kite	250	Buji Takýmý	43	0,64	3870
17.03.2016	Suat Çelik	1	Rot Kolu	27,95	0	27,95
5.01.2016	Damla Diker	4	Rot Kolu	27,95	0	111,8
4.05.2016	Sibel Demir	5	Rot Baþý	23	0	115
1.01.2016	Buket Erezcan	6	Rot Kolu	27,95	0	167,7
8.05.2016	Ahmet Akgüneþ	125	Far	100	0,28	9000
24.06.2016	Emrah Kýrýmsoy	4	Yað Filtresi	43,69	0	174,76
15.01.2016	Deniz Kite	46	Tekerlek	19,99	0,12	809,1952
5.02.2016	Hüseyin Anýlan	2	Trigger Seti	26	0	52
20.02.2016	Hülya Toprak	450	Günelik	15,95	0,63	2655,675
20.04.2016	Ayan Öztürk	43	Tekerlek	19,99	0,06	807,9958
15.01.2016	Yasin Uygur	550	Trigger Seti	26	0,4	8580
22.04.2016	Behice Keleþ	375	Far	100	0,57	16125
24.05.2016	Osman Þibik	30	Fren Balatasý	24,99	0,1	674,73
17.01.2016	Dilek Gürbüz	9	Fren Balatasý	24,99	0	224,91
1.02.2016	Emrah Kýrýmsoy	10	Debiyaj Seti	22	0,14	189,2
16.01.2016	Engin Özdemir	7	Fren Balatasý	24,99	0	174,93
11.04.2016	Taner Yýlmaz	6	Viraj Lastiði	23,95	0	143,7
14.04.2016	Ýbrahim Taha	400	Buji Takýmý	43	0,42	9976
9.03.2016	Burak Öztemel	33	Fren Balatasý	24,99	0,13	717,4629
22.05.2016	Engin Özdemir	43	Silecek	19,99	0,12	756,4216
10.03.2016	Hadi Ýstanbullu	49	Günelik	15,95	0,06	734,657
12.02.2016	Sevil Çetinkaya	33	Ateþleme Bobini	25,95	0,14	736,461
13.06.2016	Þemsettin Aksay	20	Yað Filtresi	43,69	0,07	812,634
11.01.2016	Levent Koç	75	Viraj Lastiði	23,95	0,46	969,975
16.02.2016	Damla Diker	33	Debiyaj Seti	22	0,08	667,92
28.05.2016	Levent Koç	28	Tekerlek	19,99	0,03	542,9284
10.05.2016	Hadi Ýstanbullu	8	Debiyaj Seti	22	0	176
7.02.2016	Hülya Toprak	14	Fren Disk	59,99	0,08	772,6712
1.05.2016	Emrah Kýrýmsoy	7	Ateþleme Bobini	25,95	0	181,65
3.06.2016	Hülya Toprak	37	Tekerlek	19,99	0,06	695,2522
15.05.2016	Birol Bilgili	26	Rot Baþý	23	0,13	520,26
4.04.2016	Ahmet Yüce	5	Viraj Lastiði	23,95	0	119,75
16.06.2016	Murat Mandýracý	8	Far	100	0	800
28.04.2016	Ergun Kaya	450	Fren Balatasý	24,99	0,56	4948,02
22.02.2016	Gülten Seha	19	Rot Baþý	23	0,01	432,63
13.01.2016	Soner Bereket	425	Trigger Seti	26	0,47	5856,5
4.04.2016	Þehabettin Gündoðdu	45	Viraj Lastiði	23,95	0,05	1023,8625
26.05.2016	Sevil Çetinkaya	475	Debiyaj Seti	22	0,52	5016
2.05.2016	Soner Bereket	31	Günelik	15,95	0,03	479,6165
27.04.2016	Ayça Kayaþ	75	Far	100	0,5	3750
25.04.2016	Murat Mandýracý	9	Viraj Lastiði	23,95	0	215,55
4.03.2016	Koray Cengiz	3	Tekerlek	19,99	0	59,97
15.03.2016	Þehabettin Gündoðdu	375	Fren Balatasý	24,99	0,45	5154,1875
25.04.2016	Murat Mandýracý	2	Rot Baþý	23	0	46
23.05.2016	Taner Yýlmaz	8	Rot Baþý	23	0	184
21.01.2016	Ahmet Yüce	450	Ateþleme Bobini	25,95	0,63	4320,675
12.06.2016	Muhammet Tek	48	Far	100	0,03	4656
21.04.2016	Taner Yýlmaz	50	Fren Disk	59,99	0,18	2459,59
1.02.2016	Þemsettin Aksay	1	Far	100	0	100
24.04.2016	Serdar Kýlýç	37	Fren Disk	59,99	0,06	2086,4522
6.06.2016	Kenan Arýbaþ	175	Yað Filtresi	43,69	0,42	4434,535
4.01.2016	Orçun Doðan	7	Yað Filtresi	43,69	0	305,83
1.02.2016	Kubilay Taþtutar	31	Buji Takýmý	43	0,09	1213,03
2.02.2016	Ahmet Yüce	175	Viraj Lastiði	23,95	0,23	3227,2625
19.02.2016	Kubilay Taþtutar	40	Far	100	0,1	3600
23.03.2016	Osman Þibik	18	Debiyaj Seti	22	0,07	368,28
7.06.2016	Hüseyin Anýlan	9	Silecek	19,99	0	179,91
23.02.2016	Osman Þibik	350	Far	100	0,4	21000
3.06.2016	Behice Keleþ	7	Rot Kolu	27,95	0	195,65
16.02.2016	Ahmet Akgüneþ	40	Rot Baþý	23	0,05	874
8.01.2016	Taner Yýlmaz	9	Fren Balatasý	24,99	0	224,91
14.06.2016	Soner Bereket	6	Günelik	15,95	0	95,7
24.05.2016	Pýnar Girmen	14	Buji Takýmý	43	0,11	535,78
14.06.2016	Suat Çelik	9	Rot Baþý	23	0	207
12.02.2016	Serdar Kýlýç	400	Fren Balatasý	24,99	0,43	5697,72
15.03.2016	Serdar Kýlýç	8	Ateþleme Bobini	25,95	0	207,6
20.05.2016	Azem Alptekin	9	Tekerlek	19,99	0	179,91
5.03.2016	Ergun Kaya	24	Fren Balatasý	24,99	0,09	545,7816
22.03.2016	Engin Özdemir	4	Debiyaj Seti	22	0	88
4.01.2016	Engin Özdemir	38	Far	100	0,01	3762
31.05.2016	Koray Cengiz	375	Rot Kolu	27,95	0,54	4821,375
17.03.2016	Pýnar Girmen	5	Günelik	15,95	0	79,75
13.02.2016	Dilek Gürbüz	1	Debiyaj Seti	22	0	22
7.04.2016	Ahmet Akgüneþ	29	Silecek	19,99	0,1	521,739
11.03.2016	Serdar Kýlýç	150	Fren Balatasý	24,99	0,47	1986,705
9.01.2016	Pýnar Girmen	5	Tekerlek	19,99	0	99,95
4.05.2016	Deniz Kite	1	Far	100	0	100
16.06.2016	Gülten Seha	325	Tekerlek	19,99	0,63	2403,7975
27.02.2016	Azem Alptekin	5	Silecek	19,99	0	99,95
7.02.2016	Sevil Çetinkaya	525	Trigger Seti	26	0,57	5869,5
29.06.2016	Pýnar Girmen	23	Silecek	19,99	0,09	418,3907
6.04.2016	Levent Koç	5	Ateþleme Bobini	25,95	0	129,75
23.04.2016	Buket Erezcan	5	Debiyaj Seti	22	0	110
22.03.2016	Pýnar Girmen	1	Silecek	19,99	0	19,99
9.01.2016	Yasin Uygur	10	Rot Baþý	23	0,07	213,9
23.02.2016	Ahmet Akgüneþ	525	Fren Disk	59,99	0,54	14487,585
20.01.2016	Gülten Seha	8	Rot Kolu	27,95	0	223,6
8.01.2016	Emrah Kýrýmsoy	325	Buji Takýmý	43	0,5	6987,5
16.04.2016	Hadi Ýstanbullu	45	Buji Takýmý	43	0,14	1664,1
6.06.2016	Burak Öztemel	50	Yað Filtresi	43,69	0,24	1660,22
23.05.2016	Behice Keleþ	3	Buji Takýmý	43	0	129
7.05.2016	Suat Çelik	5	Buji Takýmý	43	0	215
17.03.2016	Deniz Kite	2	Rot Kolu	27,95	0	55,9
3.05.2016	Kubilay Taþtutar	16	Yað Filtresi	43,69	0,1	629,136
17.06.2016	Osman Þibik	9	Fren Balatasý	24,99	0	224,91
27.02.2016	Özge Dinçer	6	Rot Baþý	23	0	138
27.05.2016	Ayça Kayaþ	7	Rot Baþý	23	0	161
7.06.2016	Osman Þibik	300	Tekerlek	19,99	0,61	2338,83
16.05.2016	Önerbay Ertuðrul	16	Silecek	19,99	0,04	307,0464
10.04.2016	Þehabettin Gündoðdu	450	Yað Filtresi	43,69	0,64	7077,78
31.01.2016	Suat Çelik	4	Rot Baþý	23	0	92
23.05.2016	Osman Þibik	100	Fren Disk	59,99	0,5	2999,5
12.03.2016	Kenan Arýbaþ	200	Fren Disk	59,99	0,54	5519,08
4.03.2016	Sibel Demir	375	Yað Filtresi	43,69	0,51	8028,0375
1.05.2016	Sevil Çetinkaya	15	Trigger Seti	26	0,12	343,2
22.04.2016	Orçun Doðan	525	Ateþleme Bobini	25,95	0,63	5040,7875
13.06.2016	Ergun Kaya	375	Debiyaj Seti	22	0,61	3217,5
24.01.2016	Ýbrahim Taha	36	Fren Balatasý	24,99	0,12	791,6832
16.03.2016	Levent Koç	150	Debiyaj Seti	22	0,36	2112
29.01.2016	Soner Bereket	325	Debiyaj Seti	22	0,4	4290
29.04.2016	Soner Bereket	13	Viraj Lastiði	23,95	0,13	270,8745
14.01.2016	Taner Yýlmaz	400	Debiyaj Seti	22	0,63	3256
19.05.2016	Kerem Köker	43	Yað Filtresi	43,69	0,04	1803,5232
19.01.2016	Emrah Kýrýmsoy	21	Fren Disk	59,99	0,11	1121,2131
22.01.2016	Necmettin Yemiþ	13	Yað Filtresi	43,69	0,12	499,8136
5.04.2016	Orçun Doðan	425	Fren Balatasý	24,99	0,58	4460,715
12.04.2016	Hasan Coþkun	9	Trigger Seti	26	0	234
2.06.2016	Levent Koç	46	Ateþleme Bobini	25,95	0,04	1145,952
18.05.2016	Þemsettin Aksay	500	Far	100	0,43	28500
20.04.2016	Deniz Kite	1	Debiyaj Seti	22	0	22
16.06.2016	Muhammet Tek	4	Viraj Lastiði	23,95	0	95,8
30.03.2016	Burak Öztemel	42	Debiyaj Seti	22	0,02	905,52
16.06.2016	Orçun Doðan	2	Günelik	15,95	0	31,9
18.02.2016	Ayça Kayaþ	28	Fren Balatasý	24,99	0,02	685,7256
17.01.2016	Ufuk Çaðlayan	375	Trigger Seti	26	0,64	3510
6.06.2016	Koray Cengiz	44	Silecek	19,99	0,1	791,604
21.04.2016	Kerem Köker	600	Rot Kolu	27,95	0,46	9055,8
19.03.2016	Soner Bereket	29	Far	100	0,01	2871
3.01.2016	Ramazan Coþkun	400	Yað Filtresi	43,69	0,43	9961,32
9.03.2016	Osman Þibik	6	Trigger Seti	26	0	156
24.01.2016	Sevil Çetinkaya	14	Tekerlek	19,99	0,02	274,2628
13.03.2016	Ergun Kaya	250	Trigger Seti	26	0,61	2535
10.04.2016	Behice Keleþ	100	Far	100	0,43	5700
14.01.2016	Ahmet Yüce	6	Rot Kolu	27,95	0	167,7
30.04.2016	Özge Dinçer	8	Debiyaj Seti	22	0	176
28.03.2016	Gülten Seha	375	Yað Filtresi	43,69	0,46	8847,225
17.04.2016	Ayça Kayaþ	15	Yað Filtresi	43,69	0,14	563,601
2.01.2016	Buket Erezcan	6	Ateþleme Bobini	25,95	0	155,7
10.03.2016	Ali Koç	375	Rot Baþý	23	0,47	4571,25
6.02.2016	Deniz Kite	30	Silecek	19,99	0,01	593,703
4.05.2016	Soner Bereket	275	Fren Disk	59,99	0,45	9073,4875
3.04.2016	Sevil Çetinkaya	150	Ateþleme Bobini	25,95	0,46	2101,95
15.06.2016	Gülten Seha	600	Trigger Seti	26	0,61	6084
7.05.2016	Ergun Kaya	5	Viraj Lastiði	23,95	0	119,75
20.04.2016	Ali Koç	11	Far	100	0,12	968
1.05.2016	Soner Bereket	27	Fren Disk	59,99	0,15	1376,7705
7.01.2016	Sevil Çetinkaya	47	Yað Filtresi	43,69	0,15	1745,4155
16.04.2016	Engin Özdemir	275	Buji Takýmý	43	0,43	6740,25
7.01.2016	Engin Özdemir	3	Buji Takýmý	43	0	129
30.01.2016	Esat Çetin	75	Debiyaj Seti	22	0,25	1237,5
6.06.2016	Hasan Coþkun	7	Buji Takýmý	43	0	301
19.04.2016	Taner Yýlmaz	100	Tekerlek	19,99	0,36	1279,36
27.03.2016	Buket Erezcan	8	Yað Filtresi	43,69	0	349,52
11.04.2016	Suat Çelik	4	Ateþleme Bobini	25,95	0	103,8
22.05.2016	Azem Alptekin	150	Fren Balatasý	24,99	0,36	2399,04
27.04.2016	Kenan Arýbaþ	1	Trigger Seti	26	0	26
23.03.2016	Ali Koç	22	Silecek	19,99	0,13	382,6086
19.03.2016	Önerbay Ertuðrul	600	Yað Filtresi	43,69	0,59	10747,74
13.04.2016	Sibel Demir	600	Fren Balatasý	24,99	0,59	6147,54
21.02.2016	Engin Özdemir	275	Fren Balatasý	24,99	0,55	3092,5125
5.04.2016	Taylan Denizhan	4	Günelik	15,95	0	63,8
13.04.2016	Levent Koç	21	Debiyaj Seti	22	0,03	448,14
24.05.2016	Emrah Kýrýmsoy	47	Günelik	15,95	0,12	659,692
13.01.2016	Buket Erezcan	175	Yað Filtresi	43,69	0,49	3899,3325
24.02.2016	Murat Mandýracý	2	Silecek	19,99	0	39,98
21.04.2016	Soner Bereket	9	Rot Baþý	23	0	207
18.04.2016	Taner Yýlmaz	5	Trigger Seti	26	0	130
10.01.2016	Kubilay Taþtutar	275	Yað Filtresi	43,69	0,47	6367,8175
19.01.2016	Necmettin Yemiþ	525	Yað Filtresi	43,69	0,49	11697,9975
31.05.2016	Gülten Seha	3	Silecek	19,99	0	59,97
26.02.2016	Emrah Kýrýmsoy	175	Rot Kolu	27,95	0,24	3717,35
30.01.2016	Hüseyin Anýlan	4	Günelik	15,95	0	63,8
4.05.2016	Orçun Doðan	150	Günelik	15,95	0,21	1890,075
22.01.2016	Necmettin Yemiþ	9	Günelik	15,95	0	143,55
17.02.2016	Hülya Toprak	41	Far	100	0,07	3813
14.03.2016	Necmettin Yemiþ	450	Buji Takýmý	43	0,54	8901
14.03.2016	Gülten Seha	175	Tekerlek	19,99	0,26	2588,705
8.01.2016	Þemsettin Aksay	100	Ateþleme Bobini	25,95	0,45	1427,25
2.05.2016	Kubilay Taþtutar	150	Rot Kolu	27,95	0,4	2515,5
6.03.2016	Birol Bilgili	125	Viraj Lastiði	23,95	0,47	1586,6875
15.03.2016	Deniz Kite	16	Buji Takýmý	43	0,03	667,36
10.05.2016	Ayan Öztürk	150	Viraj Lastiði	23,95	0,31	2478,825
4.03.2016	Koray Cengiz	9	Günelik	15,95	0	143,55
3.04.2016	Soner Bereket	475	Rot Kolu	27,95	0,47	7036,4125
6.01.2016	Murat Mandýracý	250	Rot Kolu	27,95	0,58	2934,75
16.01.2016	Hüseyin Anýlan	75	Debiyaj Seti	22	0,2	1320
17.03.2016	Damla Diker	2	Trigger Seti	26	0	52
2.01.2016	Burak Öztemel	150	Ateþleme Bobini	25,95	0,49	1985,175
8.02.2016	Þehabettin Gündoðdu	4	Silecek	19,99	0	79,96
19.03.2016	Gülten Seha	525	Viraj Lastiði	23,95	0,62	4778,025
13.01.2016	Hasan Coþkun	46	Silecek	19,99	0,14	790,8044
12.02.2016	Esat Çetin	6	Trigger Seti	26	0	156
15.06.2016	Taner Yýlmaz	50	Rot Baþý	23	0,26	851
11.01.2016	Dilek Gürbüz	13	Fren Disk	59,99	0,11	694,0843
28.06.2016	Sevil Çetinkaya	42	Rot Kolu	27,95	0,08	1079,988
18.02.2016	Muhammet Tek	325	Fren Balatasý	24,99	0,63	3005,0475
15.01.2016	Taylan Denizhan	3	Buji Takýmý	43	0	129
27.01.2016	Dilek Gürbüz	30	Yað Filtresi	43,69	0,14	1127,202
2.01.2016	Hasan Coþkun	46	Tekerlek	19,99	0,01	910,3446
26.04.2016	Önerbay Ertuðrul	4	Fren Disk	59,99	0	239,96
28.01.2016	Kubilay Taþtutar	10	Trigger Seti	26	0,11	231,4
5.05.2016	Ýbrahim Taha	34	Far	100	0,07	3162
10.04.2016	Damla Diker	4	Yað Filtresi	43,69	0	174,76
13.05.2016	Pýnar Girmen	400	Silecek	19,99	0,44	4477,76
29.05.2016	Engin Özdemir	21	Rot Kolu	27,95	0,08	539,994
15.02.2016	Hüseyin Anýlan	425	Far	100	0,5	21250
9.01.2016	Ergun Kaya	9	Yað Filtresi	43,69	0	393,21
24.02.2016	Orçun Doðan	5	Silecek	19,99	0	99,95
24.04.2016	Orçun Doðan	3	Ateþleme Bobini	25,95	0	77,85
2.04.2016	Orçun Doðan	5	Fren Balatasý	24,99	0	124,95
23.03.2016	Soner Bereket	2	Silecek	19,99	0	39,98
28.03.2016	Burak Öztemel	41	Silecek	19,99	0,04	786,8064
18.03.2016	Þehabettin Gündoðdu	75	Buji Takýmý	43	0,16	2709
6.01.2016	Damla Diker	33	Trigger Seti	26	0,02	840,84
11.05.2016	Kubilay Taþtutar	7	Viraj Lastiði	23,95	0	167,65
10.01.2016	Ahmet Akgüneþ	1	Silecek	19,99	0	19,99
22.04.2016	Hasan Coþkun	49	Silecek	19,99	0,05	930,5345
3.06.2016	Sibel Demir	8	Fren Balatasý	24,99	0	199,92
11.02.2016	Ayan Öztürk	6	Debiyaj Seti	22	0	132
1.05.2016	Ahmet Yüce	10	Trigger Seti	26	0,05	247
8.02.2016	Þemsettin Aksay	33	Far	100	0,07	3069
20.05.2016	Koray Cengiz	425	Fren Disk	59,99	0,5	12747,875
26.02.2016	Ergun Kaya	35	Yað Filtresi	43,69	0,14	1315,069
24.06.2016	Ali Koç	2	Debiyaj Seti	22	0	44
7.02.2016	Buket Erezcan	36	Far	100	0,08	3312
17.02.2016	Murat Mandýracý	19	Far	100	0,11	1691
20.05.2016	Taner Yýlmaz	4	Silecek	19,99	0	79,96
21.02.2016	Yasin Uygur	525	Trigger Seti	26	0,59	5596,5
8.04.2016	Dilek Gürbüz	575	Trigger Seti	26	0,54	6877
30.03.2016	Özge Dinçer	24	Buji Takýmý	43	0,04	990,72
25.03.2016	Ramazan Coþkun	23	Buji Takýmý	43	0,14	850,54
26.02.2016	Ayan Öztürk	2	Fren Balatasý	24,99	0	49,98
23.06.2016	Ayça Kayaþ	5	Debiyaj Seti	22	0	110
20.01.2016	Kubilay Taþtutar	75	Rot Baþý	23	0,22	1345,5
24.04.2016	Muhammet Tek	16	Far	100	0,09	1456
8.04.2016	Pýnar Girmen	5	Günelik	15,95	0	79,75
27.05.2016	Ali Koç	2	Viraj Lastiði	23,95	0	47,9
23.05.2016	Hadi Ýstanbullu	7	Tekerlek	19,99	0	139,93
1.01.2016	Behice Keleþ	1	Rot Kolu	27,95	0	27,95
26.02.2016	Kubilay Taþtutar	375	Rot Kolu	27,95	0,55	4716,5625
21.02.2016	Ahmet Akgüneþ	4	Trigger Seti	26	0	104
14.04.2016	Ergun Kaya	33	Fren Balatasý	24,99	0,13	717,4629
24.06.2016	Serdar Kýlýç	1	Silecek	19,99	0	19,99
13.05.2016	Burak Öztemel	10	Rot Baþý	23	0,04	220,8
19.06.2016	Hadi Ýstanbullu	9	Fren Disk	59,99	0	539,91
19.06.2016	Önerbay Ertuðrul	47	Rot Baþý	23	0,15	918,85
30.01.2016	Esat Çetin	18	Silecek	19,99	0,02	352,6236
21.06.2016	Behice Keleþ	16	Fren Disk	59,99	0,14	825,4624
9.06.2016	Orçun Doðan	3	Rot Kolu	27,95	0	83,85
5.04.2016	Serdar Kýlýç	20	Tekerlek	19,99	0,07	371,814
30.01.2016	Taylan Denizhan	39	Trigger Seti	26	0,09	922,74
8.01.2016	Birol Bilgili	9	Fren Disk	59,99	0	539,91
22.04.2016	Necmettin Yemiþ	3	Fren Balatasý	24,99	0	74,97
22.02.2016	Deniz Kite	3	Debiyaj Seti	22	0	66
5.02.2016	Damla Diker	175	Fren Balatasý	24,99	0,5	2186,625
13.01.2016	Sýtký Iþýt	13	Tekerlek	19,99	0,01	257,2713
14.04.2016	Ali Koç	8	Yað Filtresi	43,69	0	349,52
7.04.2016	Sýtký Iþýt	6	Fren Balatasý	24,99	0	149,94
31.03.2016	Kubilay Taþtutar	3	Buji Takýmý	43	0	129
24.02.2016	Kubilay Taþtutar	150	Trigger Seti	26	0,35	2535
24.02.2016	Soner Bereket	19	Buji Takýmý	43	0,07	759,81
7.02.2016	Ahmet Akgüneþ	26	Far	100	0,11	2314
20.01.2016	Osman Þibik	41	Debiyaj Seti	22	0,04	865,92
7.03.2016	Þehabettin Gündoðdu	9	Yað Filtresi	43,69	0	393,21
23.03.2016	Kubilay Taþtutar	1	Far	100	0	100
11.03.2016	Orçun Doðan	6	Tekerlek	19,99	0	119,94
11.06.2016	Ali Koç	500	Debiyaj Seti	22	0,41	6490
16.02.2016	Soner Bereket	9	Tekerlek	19,99	0	179,91
7.01.2016	Ramazan Coþkun	450	Tekerlek	19,99	0,55	4047,975
18.05.2016	Özge Dinçer	300	Yað Filtresi	43,69	0,45	7208,85
28.01.2016	Engin Özdemir	1	Rot Baþý	23	0	23
14.03.2016	Osman Þibik	39	Rot Baþý	23	0,15	762,45
6.03.2016	Sevil Çetinkaya	3	Viraj Lastiði	23,95	0	71,85
